Month,Receiver_District,Receiver_Stress,Donor_District,Donor_Stress,Priority
Nov,kallakurichi,2.88,bagalkote,0.27,CRITICAL
Nov,kumuram bheem asifabad,2.88,keonjhar,0.27,CRITICAL
Nov,ukhrul,2.88,bikaner,0.27,CRITICAL
Nov,ukhrul,2.88,thoubal,0.27,CRITICAL
Nov,bokaro,2.88,kiphire,0.27,CRITICAL
Nov,kondagaon,2.88,ntr,0.27,CRITICAL
Nov,south east,2.88,south west khasi hills,0.27,CRITICAL
Nov,purba bardhaman,2.88,morena,0.27,CRITICAL
Nov,botad,2.88,sagar,0.27,CRITICAL
Nov,the nilgiris,2.87,rewa,0.27,CRITICAL
Nov,ahilyanagar,2.87,dima hasao,0.27,CRITICAL
Nov,gorakhpur,2.87,east khasi hills,0.27,CRITICAL
Nov,kadapa,2.87,rae bareli,0.27,CRITICAL
Nov,nicobar,2.87,bagalkote,0.27,CRITICAL
Nov,ambedkar nagar,2.87,aizawl,0.27,CRITICAL
Nov,gariyaband,2.87,kolasib,0.27,CRITICAL
Nov,hardoi,2.87,bankura,0.27,CRITICAL
Nov,patan,2.87,moga,0.27,CRITICAL
Nov,kondagaon,2.87,khordha,0.27,CRITICAL
Nov,rajkot,2.87,tirunelveli,0.27,CRITICAL
Nov,sangli,2.87,dhemaji,0.27,CRITICAL
Nov,nalgonda,2.87,balangir,0.27,CRITICAL
Nov,muzaffarpur,2.87,puducherry,0.27,CRITICAL
Nov,tiruvannamalai,2.86,jaunpur,0.27,CRITICAL
Nov,dhamtari,2.86,ratnagiri,0.27,CRITICAL
Nov,washim,2.86,nainital,0.27,CRITICAL
Nov,west jaintia hills,2.86,barnala,0.27,CRITICAL
Nov,pudukkottai,2.86,dimapur,0.28,CRITICAL
Nov,gomati,2.86,jamnagar,0.28,CRITICAL
Nov,uttar bastar kanker,2.86,medak,0.28,CRITICAL
Nov,alirajpur,2.86,tikamgarh,0.28,CRITICAL
Nov,dibang valley,2.86,kandhamal,0.28,CRITICAL
Nov,bajali,2.86,kohima,0.28,CRITICAL
Nov,mathura,2.85,north tripura,0.28,CRITICAL
Nov,varanasi,2.85,wokha,0.28,CRITICAL
Nov,dungarpur,2.85,nayagarh,0.28,CRITICAL
Nov,latehar,2.85,ayodhya,0.28,CRITICAL
Nov,hojai,2.85,west garo hills,0.28,CRITICAL
Nov,sangli,2.85,tumakuru,0.28,CRITICAL
Nov,bankura,2.85,kallakurichi,0.28,CRITICAL
Nov,shajapur,2.85,wardha,0.28,CRITICAL
Nov,bhadohi,2.85,panchkula,0.28,CRITICAL
Nov,anjaw,2.84,south andaman,0.28,CRITICAL
Nov,etah,2.84,nabarangpur,0.28,CRITICAL
Nov,dadra and nagar haveli,2.84,panna,0.28,CRITICAL
Nov,warangal,2.84,kohima,0.28,CRITICAL
Nov,sabar kantha,2.84,west kameng,0.28,CRITICAL
Nov,kolhapur,2.84,hamirpur,0.28,CRITICAL
Nov,vellore,2.84,udham singh nagar,0.28,CRITICAL
Nov,tamenglong,2.84,pratapgarh,0.28,CRITICAL
Nov,washim,2.84,boudh,0.28,CRITICAL
Nov,kurung kumey,2.83,sonepur,0.28,CRITICAL
Nov,nalbari,2.83,kolasib,0.28,CRITICAL
Nov,west tripura,2.83,jayashankar bhupalapally,0.28,CRITICAL
Nov,nalbari,2.83,thiruvallur,0.28,CRITICAL
Nov,kota,2.82,solapur,0.28,CRITICAL
Nov,bemetara,2.82,tirupati,0.28,CRITICAL
Nov,west khasi hills,2.82,rohtas,0.28,CRITICAL
Nov,tirupathur,2.82,moga,0.28,CRITICAL
Nov,madhubani,2.82,paschim medinipur,0.28,CRITICAL
Nov,mahrajganj,2.82,karnal,0.28,CRITICAL
Nov,unnao,2.82,jagitial,0.28,CRITICAL
Nov,agar-malwa,2.82,west khasi hills,0.28,CRITICAL
Nov,hingoli,2.82,gadchiroli,0.28,CRITICAL
Nov,north 24 parganas,2.82,jiribam,0.28,CRITICAL
Nov,palamu,2.81,dhule,0.28,CRITICAL
Nov,daman,2.81,nainital,0.28,CRITICAL
Nov,nagapattinam,2.81,lohit,0.28,CRITICAL
Nov,balodabazar bhatapara,2.81,kaimur (bhabua),0.28,CRITICAL
Nov,sarangarh bilaigarh,2.81,jorhat,0.28,CRITICAL
Nov,lohit,2.81,gomati,0.28,CRITICAL
Nov,latur,2.81,nagpur,0.28,CRITICAL
Nov,namsai,2.81,kendrapara,0.28,CRITICAL
Nov,mumbai suburban,2.81,thoothukkudi,0.28,CRITICAL
Nov,sitamarhi,2.81,hoshiarpur,0.28,CRITICAL
Nov,tonk,2.81,dhar,0.28,CRITICAL
Nov,bareilly,2.81,jabalpur,0.28,CRITICAL
Nov,parbhani,2.8,kamrup,0.28,CRITICAL
Nov,chhatarpur,2.8,thoubal,0.28,CRITICAL
Nov,dahod,2.8,meerut,0.28,CRITICAL
Nov,south tripura,2.8,chikkaballapura,0.28,CRITICAL
Nov,mahisagar,2.8,ganderbal,0.28,CRITICAL
Nov,khairagarh-chhuikhadan-gandai,2.8,dhule,0.28,CRITICAL
Nov,siang,2.8,jharsuguda,0.28,CRITICAL
Nov,tirupathur,2.8,nayagarh,0.28,CRITICAL
Nov,chumoukedima,2.8,supaul,0.28,CRITICAL
Nov,barwani,2.8,dhenkanal,0.28,CRITICAL
Nov,nanded,2.8,jaipur,0.28,CRITICAL
Nov,bhavnagar,2.8,south tripura,0.28,CRITICAL
Nov,ranchi,2.8,kokrajhar,0.28,CRITICAL
Nov,patan,2.8,jalgaon,0.28,CRITICAL
Nov,hanumangarh,2.79,koppal,0.28,CRITICAL
Nov,north,2.79,jangoan,0.28,CRITICAL
Nov,nagaur,2.79,bhandara,0.29,CRITICAL
Nov,lower subansiri,2.79,satara,0.29,CRITICAL
Nov,satara,2.79,latur,0.29,CRITICAL
Nov,sakti,2.79,longleng,0.29,CRITICAL
Nov,deeg,2.79,west kameng,0.29,CRITICAL
Nov,chumoukedima,2.79,kullu,0.29,CRITICAL
Nov,chandel,2.79,eastern west khasi hills,0.29,CRITICAL
Nov,udaipur,2.79,west jaintia hills,0.29,CRITICAL
Nov,balaghat,2.78,mangan,0.29,CRITICAL
Nov,narayanpet,2.78,diu,0.29,CRITICAL
Nov,neemuch,2.78,kolar,0.29,CRITICAL
Nov,vijayanagara,2.78,beed,0.29,CRITICAL
Nov,sehore,2.78,fatehabad,0.29,CRITICAL
Nov,banas kantha,2.78,mahbubnagar,0.29,CRITICAL
Nov,rajgarh,2.78,vizianagaram,0.29,CRITICAL
Nov,vadodara,2.78,bhind,0.29,CRITICAL
Nov,nicobar,2.78,jharsuguda,0.29,CRITICAL
Nov,uttar bastar kanker,2.78,ukhrul,0.29,CRITICAL
Nov,parvathipuram manyam,2.78,faridkot,0.29,CRITICAL
Nov,central,2.77,gomati,0.29,CRITICAL
Nov,beed,2.77,vijayanagara,0.29,CRITICAL
Nov,south goa,2.77,nadia,0.29,CRITICAL
Nov,south east,2.77,warangal,0.29,CRITICAL
Nov,nagapattinam,2.77,alipurduar,0.29,CRITICAL
Nov,tirunelveli,2.77,nabarangpur,0.29,CRITICAL
Nov,gandhinagar,2.76,balodabazar bhatapara,0.29,CRITICAL
Nov,bharuch,2.76,kannur,0.29,CRITICAL
Nov,east kameng,2.76,karimnagar,0.29,CRITICAL
Nov,nawada,2.76,kamareddy,0.29,CRITICAL
Nov,ukhrul,2.76,puri,0.29,CRITICAL
Nov,ahilyanagar,2.76,viluppuram,0.29,CRITICAL
Nov,rohtas,2.76,sidhi,0.29,CRITICAL
Nov,charaideo,2.75,kolasib,0.29,CRITICAL
Nov,south west khasi hills,2.75,jayashankar bhupalpally,0.29,CRITICAL
Nov,mainpuri,2.75,new delhi,0.29,CRITICAL
Nov,farrukhabad,2.75,mandla,0.29,CRITICAL
Nov,jalgaon,2.75,ramban,0.29,CRITICAL
Nov,saharanpur,2.75,mohla manpur ambagarh chouki,0.29,CRITICAL
Nov,kishanganj,2.75,guna,0.29,CRITICAL
Nov,dungarpur,2.75,guna,0.29,CRITICAL
Nov,kalimpong,2.75,amethi,0.29,CRITICAL
Nov,dibang valley,2.75,vadodara,0.29,CRITICAL
Nov,dibang valley,2.75,panch mahals,0.29,CRITICAL
Nov,kaimur (bhabua),2.75,fatehgarh sahib,0.29,CRITICAL
Nov,washim,2.75,kishanganj,0.29,CRITICAL
Nov,gondia,2.75,gajapati,0.29,CRITICAL
Nov,south 24 parganas,2.75,gadag,0.29,CRITICAL
Nov,imphal east,2.75,kiphire,0.29,CRITICAL
Nov,purba bardhaman,2.75,sri muktsar sahib,0.29,CRITICAL
Nov,amritsar,2.74,pilibhit,0.29,CRITICAL
Nov,bhavnagar,2.74,tirap,0.29,CRITICAL
Nov,gondia,2.74,west garo hills,0.29,CRITICAL
Nov,erode,2.74,dangs,0.29,CRITICAL
Nov,firozabad,2.74,namchi,0.29,CRITICAL
Nov,pratapgarh,2.74,ranga reddy,0.29,CRITICAL
Nov,morbi,2.74,karur,0.29,CRITICAL
Nov,aligarh,2.74,kohima,0.29,CRITICAL
Nov,kalimpong,2.73,janjgir champa,0.29,CRITICAL
Nov,fatehpur,2.73,sirohi,0.29,CRITICAL
Nov,kadapa,2.73,kupwara,0.29,CRITICAL
Nov,ranipet,2.73,faridkot,0.29,CRITICAL
Nov,khowai,2.73,janjgir champa,0.29,CRITICAL
Nov,gyalshing,2.73,papum pare,0.29,CRITICAL
Nov,chandel,2.73,chamarajanagar,0.29,CRITICAL
Nov,sonipat,2.73,reasi,0.29,CRITICAL
Nov,mohla-manpur-ambagarh chouki,2.73,udupi,0.29,CRITICAL
Nov,noklak,2.73,raichur,0.29,CRITICAL
Nov,jalore,2.73,mulugu,0.29,CRITICAL
Nov,nashik,2.73,angul,0.29,CRITICAL
Nov,manendragarh chirmiri bharatpur,2.72,upper subansiri,0.29,CRITICAL
Nov,tuensang,2.72,kishtwar,0.29,CRITICAL
Nov,bageshwar,2.72,mangan,0.29,CRITICAL
Nov,sivaganga,2.72,north garo hills,0.29,CRITICAL
Nov,srikakulam,2.72,theni,0.29,CRITICAL
Nov,kalimpong,2.72,alipurduar,0.29,CRITICAL
Nov,samba,2.72,ballari,0.29,CRITICAL
Nov,arwal,2.72,ayodhya,0.29,CRITICAL
Nov,banka,2.72,karur,0.29,CRITICAL
Nov,narmadapuram,2.72,bandipora,0.3,CRITICAL
Nov,mohla manpur ambagarh chouki,2.72,kalaburagi,0.3,CRITICAL
Nov,dakshin bastar dantewada,2.72,south garo hills,0.3,CRITICAL
Nov,budaun,2.72,hapur,0.3,CRITICAL
Nov,unakoti,2.72,ashoknagar,0.3,CRITICAL
Nov,madhubani,2.71,nagaon,0.3,CRITICAL
Nov,khagaria,2.71,lakhimpur,0.3,CRITICAL
Nov,lalitpur,2.71,dumka,0.3,CRITICAL
Nov,karur,2.71,baran,0.3,CRITICAL
Nov,ayodhya,2.71,sonipat,0.3,CRITICAL
Nov,sarangarh bilaigarh,2.71,kolasib,0.3,CRITICAL
Nov,araria,2.71,anakapalli,0.3,CRITICAL
Nov,madhepura,2.71,south tripura,0.3,CRITICAL
Nov,latehar,2.71,sirsa,0.3,CRITICAL
Nov,mohla-manpur-ambagarh chouki,2.71,chamba,0.3,CRITICAL
Nov,gonda,2.71,sheikhpura,0.3,CRITICAL
Nov,gumla,2.7,nagpur,0.3,CRITICAL
Nov,rajnandgaon,2.7,samba,0.3,CRITICAL
Nov,solan,2.7,kathua,0.3,CRITICAL
Nov,darbhanga,2.7,saraikela kharsawan,0.3,CRITICAL
Nov,hathras,2.7,kandhamal,0.3,CRITICAL
Nov,firozabad,2.7,thiruvarur,0.3,CRITICAL
Nov,jamnagar,2.7,pali,0.3,CRITICAL
Nov,faridabad,2.7,jangaon,0.3,CRITICAL
Nov,nashik,2.7,pithoragarh,0.3,CRITICAL
Nov,north middle andaman,2.69,bharatpur,0.3,CRITICAL
Nov,kishanganj,2.69,koraput,0.3,CRITICAL
Nov,raipur,2.69,khandwa (east nimar),0.3,CRITICAL
Nov,garhwa,2.69,dindigul,0.3,CRITICAL
Nov,ghazipur,2.69,nashik,0.3,CRITICAL
Nov,mohla manpur ambagarh chouki,2.69,raichur,0.3,CRITICAL
Nov,gurugram,2.69,kulgam,0.3,CRITICAL
Nov,surendranagar,2.69,gangtok,0.3,CRITICAL
Nov,dehradun,2.69,sirmaur,0.3,CRITICAL
Nov,sakti,2.68,dhar,0.3,CRITICAL
Nov,shaheed bhagat singh nagar,2.68,kohima,0.3,CRITICAL
Nov,kheda,2.68,moga,0.3,CRITICAL
Nov,bhilwara,2.68,ratnagiri,0.3,CRITICAL
Nov,kalimpong,2.68,deoghar,0.3,CRITICAL
Nov,nashik,2.68,medak,0.3,CRITICAL
Nov,dewas,2.68,coimbatore,0.3,CRITICAL
Nov,khowai,2.68,dungarpur,0.3,CRITICAL
Nov,gurugram,2.68,gaurela-pendra-marwahi,0.3,CRITICAL
Nov,parbhani,2.68,mamit,0.3,CRITICAL
Nov,namchi,2.68,phek,0.3,CRITICAL
Nov,darjeeling,2.68,chumoukedima,0.3,CRITICAL
Nov,hazaribagh,2.67,gadchiroli,0.3,CRITICAL
Nov,kheda,2.67,gondia,0.3,CRITICAL
Nov,jalna,2.67,mahoba,0.3,CRITICAL
Nov,kolhapur,2.67,barnala,0.3,CRITICAL
Nov,gadchiroli,2.67,jaisalmer,0.3,CRITICAL
Nov,ratlam,2.67,kachchh,0.3,CRITICAL
Nov,kolhapur,2.67,panipat,0.3,CRITICAL
Nov,didwana kuchaman,2.67,karimnagar,0.3,CRITICAL
Nov,balod,2.67,konaseema,0.3,CRITICAL
Nov,bhiwani,2.67,washim,0.3,CRITICAL
Nov,sarangarh-bilaigarh,2.67,gondia,0.3,CRITICAL
Nov,lohit,2.67,zunheboto,0.3,CRITICAL
Nov,shi yomi,2.67,west siang,0.3,CRITICAL
Nov,salumbar,2.67,rajanna sircilla,0.3,CRITICAL
Nov,navsari,2.67,bargarh,0.3,CRITICAL
Nov,churachandpur,2.66,west jaintia hills,0.3,CRITICAL
Nov,janjgir-champa,2.66,central,0.3,CRITICAL
Nov,ramban,2.66,morbi,0.3,CRITICAL
Nov,auraiya,2.66,kolar,0.3,CRITICAL
Nov,north,2.66,barpeta,0.3,CRITICAL
Nov,west singhbhum,2.66,suryapet,0.3,CRITICAL
Nov,chennai,2.66,mathura,0.3,CRITICAL
Nov,purulia,2.66,dhenkanal,0.3,CRITICAL
Nov,sangareddy,2.66,jalore,0.3,CRITICAL
Nov,kota,2.66,yavatmal,0.3,CRITICAL
Nov,bharuch,2.66,kiphire,0.3,CRITICAL
Nov,panna,2.65,cuddalore,0.3,CRITICAL
Nov,hathras,2.65,bengaluru rural,0.3,CRITICAL
Nov,khammam,2.65,sri muktsar sahib,0.3,CRITICAL
Nov,banka,2.65,sangrur,0.3,CRITICAL
Nov,firozabad,2.65,balrampur-ramanujganj,0.3,CRITICAL
Nov,saraikelakharsawan,2.65,tawang,0.31,CRITICAL
Nov,arwal,2.65,akola,0.31,CRITICAL
Nov,nandurbar,2.65,sonipat,0.31,CRITICAL
Nov,chandauli,2.65,ballia,0.31,CRITICAL
Nov,south west garo hills,2.65,ferozepur,0.31,CRITICAL
Nov,dindori,2.65,cuttack,0.31,CRITICAL
Nov,kachchh,2.65,mayurbhanj,0.31,CRITICAL
Nov,jaipur,2.65,ananthapuramu,0.31,CRITICAL
Nov,karbi anglong,2.64,gurdaspur,0.31,CRITICAL
Nov,surat,2.64,sambhal,0.31,CRITICAL
Nov,imphal east,2.64,bhagalpur,0.31,CRITICAL
Nov,champawat,2.64,sonitpur,0.31,CRITICAL
Nov,nanded,2.64,datia,0.31,CRITICAL
Nov,saran,2.64,chumoukedima,0.31,CRITICAL
Nov,mahbubnagar,2.64,kinnaur,0.31,CRITICAL
Nov,karbi anglong,2.64,gaurela pendra marwahi,0.31,CRITICAL
Nov,thoubal,2.64,south east,0.31,CRITICAL
Nov,ajmer,2.64,mansa,0.31,CRITICAL
Nov,lohardaga,2.64,madurai,0.31,CRITICAL
Nov,jhalawar,2.64,kolhapur,0.31,CRITICAL
Nov,south garo hills,2.64,ukhrul,0.31,CRITICAL
Nov,navsari,2.64,gir somnath,0.31,CRITICAL
Nov,beed,2.64,aizawl,0.31,CRITICAL
Nov,mandla,2.63,west jaintia hills,0.31,CRITICAL
Nov,washim,2.63,jajpur,0.31,CRITICAL
Nov,shahjahanpur,2.63,kakching,0.31,CRITICAL
Nov,gangtok,2.63,viluppuram,0.31,CRITICAL
Nov,auraiya,2.63,jogulamba gadwal,0.31,CRITICAL
Nov,gaurela-pendra-marwahi,2.63,east khasi hills,0.31,CRITICAL
Nov,arwal,2.63,katni,0.31,CRITICAL
Nov,malappuram,2.63,siddharthnagar,0.31,CRITICAL
Nov,sheopur,2.63,tarn taran,0.31,CRITICAL
Nov,north east,2.63,khowai,0.31,CRITICAL
Nov,harda,2.63,peren,0.31,CRITICAL
Nov,ranchi,2.63,dadra and nagar haveli,0.31,CRITICAL
Nov,nagaur,2.63,cuttack,0.31,CRITICAL
Nov,chengalpattu,2.63,viluppuram,0.31,CRITICAL
Nov,vaishali,2.63,mysuru,0.31,CRITICAL
Nov,nicobar,2.62,namsai,0.31,CRITICAL
Nov,hingoli,2.62,mauganj,0.31,CRITICAL
Nov,cuddalore,2.62,mahendragarh,0.31,CRITICAL
Nov,surajpur,2.62,kullu,0.31,CRITICAL
Nov,kancheepuram,2.62,solapur,0.31,CRITICAL
Nov,jhajjar,2.62,sakti,0.31,CRITICAL
Nov,hanumangarh,2.62,satara,0.31,CRITICAL
Nov,namchi,2.62,kushinagar,0.31,CRITICAL
Nov,botad,2.62,alwar,0.31,CRITICAL
Nov,ranipet,2.62,shravasti,0.31,CRITICAL
Nov,balrampur ramanujganj,2.62,ariyalur,0.31,CRITICAL
Nov,mahesana,2.62,ashoknagar,0.31,CRITICAL
Nov,madhubani,2.62,wayanad,0.31,CRITICAL
Nov,khunti,2.62,paschim bardhaman,0.31,CRITICAL
Nov,buldhana,2.62,majuli,0.31,CRITICAL
Nov,bajali,2.62,vidisha,0.31,CRITICAL
Nov,lower siang,2.62,ferozepur,0.31,CRITICAL
Nov,east kameng,2.62,shivamogga,0.31,CRITICAL
Nov,shajapur,2.61,surat,0.31,CRITICAL
Nov,nagaur,2.61,tenkasi,0.31,CRITICAL
Nov,etawah,2.61,lakhimpur,0.31,CRITICAL
Nov,bageshwar,2.61,bhiwani,0.31,CRITICAL
Nov,chandel,2.61,jharsuguda,0.31,CRITICAL
Nov,jamui,2.61,kanniyakumari,0.31,CRITICAL
Nov,pashchim champaran,2.61,lower dibang valley,0.31,CRITICAL
Nov,ramban,2.61,lohit,0.31,CRITICAL
Nov,sabar kantha,2.61,jiribam,0.31,CRITICAL
Nov,bankura,2.61,narmadapuram,0.31,CRITICAL
Nov,beed,2.61,north tripura,0.31,CRITICAL
Nov,jhansi,2.61,chittoor,0.31,CRITICAL
Nov,amreli,2.61,south west garo hills,0.31,CRITICAL
Nov,morena,2.61,jehanabad,0.31,CRITICAL
Nov,west karbi anglong,2.61,west khasi hills,0.31,CRITICAL
Nov,north tripura,2.6,baghpat,0.31,CRITICAL
Nov,lucknow,2.6,jhansi,0.32,CRITICAL
Nov,satara,2.6,fazilka,0.32,CRITICAL
Nov,nainital,2.6,nabarangpur,0.32,CRITICAL
Nov,tehri garhwal,2.6,chandrapur,0.32,CRITICAL
Nov,niwari,2.6,kurung kumey,0.32,CRITICAL
Nov,anjaw,2.6,kurung kumey,0.32,CRITICAL
Nov,manendragarh-chirmiri-bharatpur,2.6,bhopal,0.32,CRITICAL
Nov,manendragarh-chirmiri-bharatpur,2.6,chikkaballapura,0.32,CRITICAL
Nov,jalgaon,2.6,tamenglong,0.32,CRITICAL
Nov,sas nagar,2.6,bhandara,0.32,CRITICAL
Nov,mahoba,2.6,balasore,0.32,CRITICAL
Nov,uttarkashi,2.6,tikamgarh,0.32,CRITICAL
Nov,east jaintia hills,2.6,warangal,0.32,CRITICAL
Nov,anakapalli,2.6,sarangarh bilaigarh,0.32,CRITICAL
Nov,solapur,2.6,majuli,0.32,CRITICAL
Nov,bhagalpur,2.6,durg,0.32,CRITICAL
Nov,mahasamund,2.6,shahdol,0.32,CRITICAL
Nov,morbi,2.59,hoshiarpur,0.32,CRITICAL
Nov,deoghar,2.59,namakkal,0.32,CRITICAL
Nov,mohla manpur ambagarh chouki,2.59,lawngtlai,0.32,CRITICAL
Nov,manendragarh chirmiri bharatpur,2.59,chhotaudepur,0.32,CRITICAL
Nov,botad,2.59,narmada,0.32,CRITICAL
Nov,damoh,2.59,tamenglong,0.32,CRITICAL
Nov,paschim bardhaman,2.59,vizianagaram,0.32,CRITICAL
Nov,rajgarh,2.59,kupwara,0.32,CRITICAL
Nov,kannauj,2.59,shajapur,0.32,CRITICAL
Nov,sirohi,2.59,raigad,0.32,CRITICAL
Nov,lalitpur,2.59,hyderabad,0.32,CRITICAL
Nov,katni,2.59,chirang,0.32,CRITICAL
Nov,eastsinghbhum,2.59,hardoi,0.32,CRITICAL
Nov,washim,2.59,mahabubabad,0.32,CRITICAL
Nov,bijnor,2.59,patiala,0.32,CRITICAL
Nov,north,2.59,guntur,0.32,CRITICAL
Nov,jhalawar,2.59,jagitial,0.32,CRITICAL
Nov,patna,2.59,theni,0.32,CRITICAL
Nov,krishnagiri,2.58,tuensang,0.32,CRITICAL
Nov,jalpaiguri,2.58,saiha,0.32,CRITICAL
Nov,dakshin bastar dantewada,2.58,kalimpong,0.32,CRITICAL
Nov,khairagarh chhuikhadan gandai,2.58,sindhudurg,0.32,CRITICAL
Nov,maihar,2.58,nizamabad,0.32,CRITICAL
Nov,jabalpur,2.58,karaikal,0.32,CRITICAL
Nov,raigad,2.58,bhadohi,0.32,CRITICAL
Nov,bageshwar,2.58,birbhum,0.32,CRITICAL
Nov,bongaigaon,2.58,the nilgiris,0.32,CRITICAL
Nov,hoshiarpur,2.58,nagaon,0.32,CRITICAL
Nov,ballia,2.58,rohtak,0.32,CRITICAL
Nov,koderma,2.58,anand,0.32,CRITICAL
Nov,coimbatore,2.58,azamgarh,0.32,CRITICAL
Nov,ranga reddy,2.58,west siang,0.32,CRITICAL
Nov,gomati,2.58,sindhudurg,0.32,CRITICAL
Nov,howrah,2.58,rae bareli,0.32,CRITICAL
Nov,sitapur,2.57,east siang,0.32,CRITICAL
Nov,ballia,2.57,maihar,0.32,CRITICAL
Nov,hapur,2.57,dungarpur,0.32,CRITICAL
Nov,chitrakoot,2.57,vellore,0.32,CRITICAL
Nov,north tripura,2.57,malkangiri,0.32,CRITICAL
Nov,auraiya,2.57,dhenkanal,0.32,CRITICAL
Nov,anand,2.57,sambalpur,0.32,CRITICAL
Nov,lakhisarai,2.57,valsad,0.32,CRITICAL
Nov,south tripura,2.57,rajouri,0.32,CRITICAL
Nov,aligarh,2.57,erode,0.32,CRITICAL
Nov,pandhurna,2.57,jammu,0.32,CRITICAL
Nov,mumbai suburban,2.57,tarn taran,0.32,CRITICAL
Nov,namakkal,2.57,lakshadweep,0.32,CRITICAL
Nov,paschim bardhaman,2.57,jagtial,0.32,CRITICAL
Nov,thiruvallur,2.57,washim,0.32,CRITICAL
Nov,rohtas,2.57,tapi,0.32,CRITICAL
Nov,katni,2.57,raigad,0.32,CRITICAL
Nov,chittoor,2.56,bathinda,0.32,CRITICAL
Nov,gautam buddha nagar,2.56,hingoli,0.32,CRITICAL
Nov,raigad,2.56,pathankot,0.33,CRITICAL
Nov,east,2.56,chhotaudepur,0.33,CRITICAL
Nov,junagadh,2.56,thane,0.33,CRITICAL
Nov,chumoukedima,2.56,chitradurga,0.33,CRITICAL
Nov,faridkot,2.56,dharwad,0.33,CRITICAL
Nov,lalitpur,2.56,lahaul and spiti,0.33,CRITICAL
Nov,rajnandgaon,2.56,jayashankar bhupalpally,0.33,CRITICAL
Nov,tirupati,2.56,jhabua,0.33,CRITICAL
Nov,north and middle andaman,2.56,purnia,0.33,CRITICAL
Nov,srinagar,2.56,mumbai,0.33,CRITICAL
Nov,east khasi hills,2.56,prakasam,0.33,CRITICAL
Nov,thanjavur,2.56,nalgonda,0.33,CRITICAL
Nov,sarangarh-bilaigarh,2.56,bulandshahr,0.33,CRITICAL
Nov,darjeeling,2.55,raigarh,0.33,CRITICAL
Nov,darbhanga,2.55,jajpur,0.33,CRITICAL
Nov,saraikela kharsawan,2.55,lakhimpur kheri,0.33,CRITICAL
Nov,pune,2.55,salem,0.33,CRITICAL
Nov,hathras,2.55,balodabazar-bhatapara,0.33,CRITICAL
Nov,bhilwara,2.55,kishanganj,0.33,CRITICAL
Nov,kolhapur,2.55,bhadrak,0.33,CRITICAL
Nov,baghpat,2.55,perambalur,0.33,CRITICAL
Nov,satara,2.55,ranchi,0.33,CRITICAL
Nov,kondagaon,2.55,arwal,0.33,CRITICAL
Nov,kachchh,2.55,namakkal,0.33,CRITICAL
Nov,ramanathapuram,2.55,zunheboto,0.33,CRITICAL
Nov,sivasagar,2.55,araria,0.33,CRITICAL
Nov,bishnupur,2.55,ganjam,0.33,CRITICAL
Nov,aligarh,2.55,kodagu,0.33,CRITICAL
Nov,yavatmal,2.55,vikarabad,0.33,CRITICAL
Nov,sheikhpura,2.55,karimnagar,0.33,CRITICAL
Nov,banas kantha,2.55,aurangabad,0.33,CRITICAL
Nov,bhind,2.55,valsad,0.33,CRITICAL
Nov,shaheed bhagat singh nagar,2.55,vijayapura,0.33,CRITICAL
Nov,coimbatore,2.55,raichur,0.33,CRITICAL
Nov,lower siang,2.55,davanagere,0.33,CRITICAL
Nov,muzaffarnagar,2.55,thanjavur,0.33,CRITICAL
Nov,kancheepuram,2.54,vellore,0.33,CRITICAL
Nov,gariyaband,2.54,ahilyanagar,0.33,CRITICAL
Nov,bundi,2.54,dakshin bastar dantewada,0.33,CRITICAL
Nov,ramgarh,2.54,bilaspur,0.33,CRITICAL
Nov,kolhapur,2.54,barpeta,0.33,CRITICAL
Nov,fatehpur,2.54,nayagarh,0.33,CRITICAL
Nov,nashik,2.54,koppal,0.33,CRITICAL
Nov,mulugu,2.54,panipat,0.33,CRITICAL
Nov,lower dibang valley,2.54,ujjain,0.33,CRITICAL
Nov,dhar,2.54,faridkot,0.33,CRITICAL
Nov,amethi,2.53,belagavi,0.33,CRITICAL
Nov,solan,2.53,mahendragarh,0.33,CRITICAL
Nov,mauganj,2.53,gariyaband,0.33,CRITICAL
Nov,balotra,2.53,dholpur,0.33,CRITICAL
Nov,udhampur,2.53,boudh,0.33,CRITICAL
Nov,ranipet,2.53,kodagu,0.33,CRITICAL
Nov,howrah,2.53,kanniyakumari,0.33,CRITICAL
Nov,palghar,2.53,west godavari,0.33,CRITICAL
Nov,mahendragarh,2.53,mansa,0.33,CRITICAL
Nov,rajsamand,2.53,goalpara,0.33,CRITICAL
Nov,indore,2.53,gonda,0.33,CRITICAL
Nov,south west khasi hills,2.53,guntur,0.33,CRITICAL
Nov,shahdol,2.53,sivaganga,0.33,CRITICAL
Nov,mumbai,2.53,katni,0.33,CRITICAL
Nov,mayiladuthurai,2.53,mamit,0.33,CRITICAL
Nov,darbhanga,2.53,tseminyu,0.33,CRITICAL
Nov,munger,2.53,mauganj,0.33,CRITICAL
Nov,sri sathya sai,2.53,tseminyu,0.33,CRITICAL
Nov,dhar,2.53,tseminyu,0.33,CRITICAL
Nov,gangtok,2.53,noklak,0.33,CRITICAL
Nov,east garo hills,2.53,tseminyu,0.33,CRITICAL
Nov,bara banki,2.53,meluri,0.33,CRITICAL
Nov,parbhani,2.53,kakching,0.33,CRITICAL
Nov,ahmedabad,2.52,mangan,0.33,CRITICAL
Nov,viluppuram,2.52,salumbar,0.33,CRITICAL
